North Park,Error,Valparaiso,2674
17:30,-1,Billy Kirby Defensive Rebound.,19,44
17:28,2674,Foul on Derrik Smits.,19,44
17:07,-1,Colin Lake made Three Point Jumper.,22,44
16:59,-1,Foul on Colin Lake.,22,44
16:56,2674,Parker Hazen Turnover.,22,44
16:56,-1,Billy Kirby Steal.,22,44
16:56,2674,Foul on Tevonn Walker.,22,44
16:27,-1,Scott Olsen missed Three Point Jumper.,22,44
16:27,2674,Tevonn Walker Defensive Rebound.,22,44
16:17,2674,Bakari Evelyn made Layup.,22,46
15:56,-1,Colin Lake missed Three Point Jumper.,22,46
15:56,2674,Tevonn Walker Defensive Rebound.,22,46
15:45,2674,Tevonn Walker made Layup.,22,48
15:45,-1,Foul on Scott Olsen.,22,48
15:45,2674,Official TV Timeout,22,48
15:45,2674,Tevonn Walker made Free Throw.,22,49
15:28,-1,Vegard Tangen made Jumper. Assisted by Billy Kirby.,24,49
15:16,2674,Foul on Derrik Smits.,24,49
15:16,2674,Derrik Smits Turnover.,24,49
14:52,-1,Toby Marek missed Three Point Jumper.,24,49
14:52,2674,Markus Golder Defensive Rebound.,24,49
14:48,-1,Foul on Matt Mohr.,24,49
14:37,2674,Derrik Smits Turnover.,24,49
14:24,-1,Toby Marek missed Layup.,24,49
14:24,2674,Mileek McMillan Defensive Rebound.,24,49
14:17,2674,Derrik Smits missed Layup.,24,49
14:17,2674,Mileek McMillan Offensive Rebound.,24,49
14:15,-1,Foul on Matt Mohr.,24,49
14:15,2674,Derrik Smits Turnover.,24,49
13:59,-1,Billy Kirby made Three Point Jumper. Assisted by Matt Mohr.,27,49
13:51,2674,Bakari Evelyn missed Three Point Jumper.,27,49
13:51,-1,Colin Lake Defensive Rebound.,27,49
13:48,-1,Foul on Vegard Tangen.,27,49
13:48,2674,Derrik Smits made Free Throw.,27,50
13:48,2674,Derrik Smits missed Free Throw.,27,50
13:48,-1,Matt Mohr Defensive Rebound.,27,50
13:35,-1,Vegard Tangen missed Jumper.,27,50
13:35,-1,Matt Mohr Offensive Rebound.,27,50
13:31,-1,Matt Mohr missed Layup.,27,50
13:31,2674,Mileek McMillan Defensive Rebound.,27,50
13:20,2674,Bakari Evelyn missed Layup.,27,50
13:20,-1,Colin Lake Defensive Rebound.,27,50
13:07,-1,Colin Lake missed Jumper.,27,50
13:07,2674,Tevonn Walker Defensive Rebound.,27,50
12:59,2674,Mileek McMillan made Layup. Assisted by Tevonn Walker.,27,52
12:39,-1,Vegard Tangen missed Three Point Jumper.,27,52
12:39,2674,Bakari Evelyn Defensive Rebound.,27,52
12:32,2674,Mileek McMillan Turnover.,27,52
12:18,2674,Foul on Mileek McMillan.,27,52
12:17,-1,Matt Mohr missed Jumper.,27,52
12:17,2674,Markus Golder Defensive Rebound.,27,52
12:10,2674,Markus Golder missed Layup.,27,52
12:10,2674,John Kiser Offensive Rebound.,27,52
12:07,2674,John Kiser made Two Point Tip Shot.,27,54
11:56,-1,Billy Kirby missed Three Point Jumper.,27,54
11:56,-1,Toby Marek Offensive Rebound.,27,54
11:50,-1,Toby Marek missed Layup.,27,54
11:50,2674,Marten Linssen Defensive Rebound.,27,54
11:49,-1,Foul on Aaron Reed.,27,54
11:49,2674,Official TV Timeout,27,54
11:49,2674,Marten Linssen made Free Throw.,27,55
11:49,2674,Marten Linssen missed Free Throw.,27,55
11:49,-1,Aaron Reed Defensive Rebound.,27,55
11:27,-1,Toby Marek Turnover.,27,55
11:26,2674,Markus Golder Steal.,27,55
11:23,-1,Foul on Toby Marek.,27,55
11:23,2674,Markus Golder made Free Throw.,27,56
11:23,2674,Markus Golder made Free Throw.,27,57
11:04,-1,Matt Mohr missed Jumper.,27,57
11:04,2674,Marten Linssen Block.,27,57
11:04,-1,North Park Offensive Rebound.,27,57
10:58,-1,Billy Kirby missed Jumper.,27,57
10:58,2674,Max Joseph Defensive Rebound.,27,57
10:47,2674,Mileek McMillan missed Jumper.,27,57
10:47,-1,Aaron Reed Defensive Rebound.,27,57
10:33,-1,Jason Hines missed Three Point Jumper.,27,57
10:33,2674,John Kiser Defensive Rebound.,27,57
10:30,-1,Foul on Matt Mohr.,27,57
10:30,2674,John Kiser made Free Throw.,27,58
10:30,2674,John Kiser missed Free Throw.,27,58
10:30,-1,Billy Kirby Defensive Rebound.,27,58
10:14,-1,Antonio Gardner missed Three Point Jumper.,27,58
10:14,2674,Marten Linssen Defensive Rebound.,27,58
10:04,2674,Foul on Markus Golder.,27,58
10:04,2674,Markus Golder Turnover.,27,58
9:50,2674,Foul on Marten Linssen.,27,58
9:50,-1,Aaron Reed missed Free Throw.,27,58
9:50,-1,North Park Deadball Team Rebound.,27,58
9:50,-1,Aaron Reed made Free Throw.,28,58
9:41,2674,Markus Golder made Three Point Jumper. Assisted by Micah Bradford.,28,61
9:06,2674,Foul on Micah Bradford.,28,61
9:06,-1,Jason Hines made Free Throw.,29,61
9:06,-1,Jason Hines made Free Throw.,30,61
8:59,2674,Micah Bradford made Layup.,30,63
8:44,-1,Antonio Gardner Turnover.,30,63
8:44,2674,Micah Bradford Steal.,30,63
8:41,2674,Micah Bradford made Layup.,30,65
8:21,-1,Khalen Davis made Layup.,32,65
8:12,2674,Micah Bradford made Three Point Jumper.,32,68
7:57,-1,North Park  Timeout,32,68
7:57,2674,Official TV Timeout,32,68
7:46,-1,Antonio Gardner made Layup. Assisted by Jason Hines.,34,68
7:36,2674,Micah Bradford made Layup.,34,70
7:26,2674,Official TV Timeout,34,70
7:14,-1,Jason Hines missed Three Point Jumper.,34,70
7:14,2674,Markus Golder Defensive Rebound.,34,70
7:01,-1,Foul on Jason Hines.,34,70
7:01,2674,Markus Golder missed Free Throw.,34,70
7:01,2674,Valparaiso Deadball Team Rebound.,34,70
7:01,2674,Markus Golder made Free Throw.,34,71
6:42,-1,Khalen Davis missed Jumper.,34,71
6:42,2674,Valparaiso Defensive Rebound.,34,71
6:25,2674,Micah Bradford missed Three Point Jumper.,34,71
6:25,-1,North Park Defensive Rebound.,34,71
6:22,2674,Foul on John Kiser.,34,71
6:22,-1,Antonio Gardner made Free Throw.,35,71
6:22,-1,Antonio Gardner made Free Throw.,36,71
6:14,2674,Mileek McMillan missed Jumper.,36,71
6:14,-1,Mirsad Mackic Defensive Rebound.,36,71
6:04,-1,Antonio Gardner missed Three Point Jumper.,36,71
6:04,2674,Valparaiso Defensive Rebound.,36,71
5:47,2674,Micah Bradford missed Three Point Jumper.,36,71
5:47,-1,Aaron Reed Defensive Rebound.,36,71
5:30,-1,Khalen Davis missed Three Point Jumper.,36,71
5:30,-1,North Park Offensive Rebound.,36,71
5:26,-1,Foul on Khalen Davis.,36,71
5:26,-1,Khalen Davis Turnover.,36,71
5:11,-1,Foul on Raysean Jones.,36,71
5:11,2674,Mileek McMillan made Free Throw.,36,72
5:11,2674,Mileek McMillan missed Free Throw.,36,72
5:11,-1,Antonio Gardner Defensive Rebound.,36,72
5:05,-1,Aaron Reed missed Three Point Jumper.,36,72
5:05,2674,Markus Golder Defensive Rebound.,36,72
4:56,2674,Micah Bradford made Jumper.,36,74
4:31,2674,Foul on Marten Linssen.,36,74
4:31,-1,Khalen Davis made Free Throw.,37,74
4:31,-1,Khalen Davis made Free Throw.,38,74
4:18,-1,Foul on Antonio Gardner.,38,74
4:18,2674,Parker Hazen made Free Throw.,38,75
4:18,2674,Parker Hazen made Free Throw.,38,76
4:05,2674,Foul on Mileek McMillan.,38,76
4:05,-1,Raysean Jones missed Free Throw.,38,76
4:05,-1,North Park Deadball Team Rebound.,38,76
4:05,-1,Raysean Jones made Free Throw.,39,76
3:59,2674,Foul on Marten Linssen.,39,76
3:59,2674,Marten Linssen Turnover.,39,76
3:59,2674,Official TV Timeout,39,76
3:32,-1,Khalen Davis missed Layup.,39,76
3:32,2674,Mileek McMillan Defensive Rebound.,39,76
3:24,2674,Micah Bradford made Layup.,39,78
3:24,-1,Foul on Raysean Jones.,39,78
3:24,2674,Micah Bradford made Free Throw.,39,79
3:08,-1,Antonio Gardner missed Three Point Jumper.,39,79
3:08,2674,John Kiser Block.,39,79
3:06,2674,Micah Bradford Defensive Rebound.,39,79
3:02,2674,John Kiser made Dunk. Assisted by Micah Bradford.,39,81
2:52,-1,Aaron Reed made Jumper.,41,81
2:33,2674,Markus Golder missed Jumper.,41,81
2:33,-1,Raysean Jones Defensive Rebound.,41,81
2:31,-1,Raysean Jones Turnover.,41,81
2:21,-1,Foul on Raysean Jones.,41,81
2:21,2674,John Kiser missed Free Throw.,41,81
2:21,2674,Valparaiso Deadball Team Rebound.,41,81
2:21,2674,John Kiser made Free Throw.,41,82
2:09,-1,Foul on Khalen Davis.,41,82
2:09,-1,Khalen Davis Turnover.,41,82
1:59,-1,Foul on Khalen Davis.,41,82
1:59,2674,Micah Bradford missed Free Throw.,41,82
1:59,2674,Valparaiso Deadball Team Rebound.,41,82
1:59,2674,Micah Bradford made Free Throw.,41,83
1:38,-1,Khalen Davis made Three Point Jumper. Assisted by Mirsad Mackic.,44,83
1:33,2674,Micah Bradford missed Three Point Jumper.,44,83
1:33,2674,Mileek McMillan Offensive Rebound.,44,83
1:29,2674,Mileek McMillan missed Layup.,44,83
1:29,2674,Mileek McMillan Offensive Rebound.,44,83
1:27,-1,Foul on Mirsad Mackic.,44,83
1:27,2674,Mileek McMillan made Free Throw.,44,84
1:27,2674,Mileek McMillan missed Free Throw.,44,84
1:27,-1,Aaron Reed Defensive Rebound.,44,84
1:12,-1,Aaron Reed missed Three Point Jumper.,44,84
1:12,2674,Mileek McMillan Defensive Rebound.,44,84
0:53,-1,Foul on Khalen Davis.,44,84
0:53,2674,Mileek McMillan made Free Throw.,44,85
0:53,2674,Mileek McMillan made Free Throw.,44,86
0:43,-1,Scott Olsen missed Three Point Jumper.,44,86
0:43,2674,Markus Golder Defensive Rebound.,44,86
0:14,2674,Mileek McMillan made Layup. Assisted by John Kiser.,44,88
0:07,-1,Raysean Jones missed Layup.,44,88
0:07,2674,Mileek McMillan Block.,44,88
0:02,-1,Antonio Gardner Offensive Rebound.,44,88
0:01,-1,Antonio Gardner made Jumper.,46,88
0:00,2674,End of Game,47,88
