Penn State Brandywine,219,Pennsylvania,111199
11:52,-1,Rob Tindley made Three Point Jumper. Assisted by Anthony Lattanzi.,29,76
11:40,219,Jackson Donahue Turnover.,29,76
11:21,-1,Isaiah Lester made Layup.,31,76
10:58,219,Jackson Donahue missed Three Point Jumper.,31,76
10:58,-1,Anthony Lattanzi Defensive Rebound.,31,76
10:49,-1,Isaiah Lester missed Three Point Jumper.,31,76
10:49,-1,Ameer Staggs Offensive Rebound.,31,76
10:46,-1,Ameer Staggs made Layup.,33,76
10:33,-1,Foul on Anthony Lattanzi.,33,76
10:33,219,Jackson Donahue missed Free Throw.,33,76
10:33,219,Pennsylvania Deadball Team Rebound.,33,76
10:33,219,Jackson Donahue missed Free Throw.,33,76
10:33,219,Jakub Mijakowski Offensive Rebound.,33,76
10:29,219,Jackson Donahue missed Three Point Jumper.,33,76
10:29,-1,Andrew Persaud Defensive Rebound.,33,76
10:22,-1,Rob Tindley missed Layup.,33,76
10:22,219,Jakub Mijakowski Defensive Rebound.,33,76
10:15,219,Jake Silpe made Layup.,33,78
9:57,-1,Andrew Persaud Turnover.,33,78
9:48,219,Devon Goodman Turnover.,33,78
9:35,-1,Andrew Persaud missed Three Point Jumper.,33,78
9:35,219,Eddie Scott Defensive Rebound.,33,78
9:20,-1,Foul on Ameer Staggs.,33,78
9:20,219,Devon Goodman missed Free Throw.,33,78
9:20,-1,Josh Smith Defensive Rebound.,33,78
8:58,-1,Cyrie Spencer Turnover.,33,78
8:57,219,Devon Goodman Steal.,33,78
8:53,219,Eddie Scott made Layup. Assisted by Matt MacDonald.,33,80
8:41,-1,Andrew Persaud missed Jumper.,33,80
8:41,-1,Penn State (Brandywine) Offensive Rebound.,33,80
8:31,-1,Pat Gallagher missed Three Point Jumper.,33,80
8:31,219,Eddie Scott Defensive Rebound.,33,80
8:12,219,Devon Goodman missed Three Point Jumper.,33,80
8:12,-1,Josh Smith Defensive Rebound.,33,80
7:47,-1,Cyrie Spencer missed Three Point Jumper.,33,80
7:47,219,Ray Jerome Defensive Rebound.,33,80
7:33,219,Eddie Scott made Three Point Jumper. Assisted by Ray Jerome.,33,83
7:13,219,Foul on Ray Jerome.,33,83
7:13,219,Official TV Timeout,33,83
7:09,-1,Andrew Persaud Turnover.,33,83
6:59,219,Jakub Mijakowski missed Three Point Jumper.,33,83
6:59,219,Jakub Mijakowski Offensive Rebound.,33,83
6:51,219,Sam Jones missed Three Point Jumper.,33,83
6:51,219,Jake Silpe Offensive Rebound.,33,83
6:47,219,Jake Silpe made Jumper.,33,85
6:29,219,Foul on Dan Dwyer.,33,85
6:29,-1,Terrance Brown missed Free Throw.,33,85
6:29,-1,Penn State (Brandywine) Deadball Team Rebound.,33,85
6:29,-1,Terrance Brown made Free Throw.,34,85
6:09,219,Jake Silpe made Three Point Jumper. Assisted by Dan Dwyer.,34,88
5:52,-1,Josh Smith missed Three Point Jumper.,34,88
5:52,219,Pennsylvania Defensive Rebound.,34,88
5:29,219,Jakub Mijakowski made Three Point Jumper. Assisted by Dan Dwyer.,34,91
5:22,-1,Donte Winfield made Layup.,36,91
5:22,219,Foul on Dan Dwyer.,36,91
5:22,-1,Donte Winfield missed Free Throw.,36,91
5:22,-1,Penn State (Brandywine) Offensive Rebound.,36,91
5:02,-1,Donte Winfield missed Three Point Jumper.,36,91
5:02,-1,Cyrie Spencer Offensive Rebound.,36,91
4:58,-1,Cyrie Spencer missed Layup.,36,91
4:58,-1,Cyrie Spencer Offensive Rebound.,36,91
4:55,-1,Cyrie Spencer made Layup.,38,91
4:45,219,Sam Jones missed Three Point Jumper.,38,91
4:45,-1,Chima Lawrence Defensive Rebound.,38,91
4:24,-1,Chima Lawrence Turnover.,38,91
4:23,219,Dan Dwyer Steal.,38,91
4:14,-1,Foul on Josh Smith.,38,91
4:14,219,Zack Kaminsky missed Free Throw.,38,91
4:14,219,Pennsylvania Deadball Team Rebound.,38,91
4:14,219,Zack Kaminsky made Free Throw.,38,92
4:01,-1,Donte Winfield missed Jumper.,38,92
4:01,219,Sam Jones Defensive Rebound.,38,92
3:47,219,Jake Silpe missed Three Point Jumper.,38,92
3:47,219,Pennsylvania Offensive Rebound.,38,92
3:44,219,Official TV Timeout,38,92
3:33,219,Jake Silpe missed Layup.,38,92
3:33,219,Jake Silpe Offensive Rebound.,38,92
3:29,219,Sam Jones missed Three Point Jumper.,38,92
3:29,-1,Donte Winfield Defensive Rebound.,38,92
3:06,-1,Quentin Beasley missed Jumper.,38,92
3:06,219,Matt MacDonald Defensive Rebound.,38,92
2:53,219,Ray Jerome missed Three Point Jumper.,38,92
2:53,-1,Penn State (Brandywine) Defensive Rebound.,38,92
2:27,-1,James Fisher missed Three Point Jumper.,38,92
2:27,219,Pennsylvania Defensive Rebound.,38,92
2:25,-1,Foul on Cyrie Spencer.,38,92
2:25,219,Matt MacDonald made Free Throw.,38,93
2:25,219,Matt MacDonald made Free Throw.,38,94
2:16,-1,Terrance Brown Turnover.,38,94
2:14,219,Ray Jerome Steal.,38,94
2:11,219,Ray Jerome missed Dunk.,38,94
2:11,-1,Donte Winfield Defensive Rebound.,38,94
1:44,-1,Terrance Brown missed Layup.,38,94
1:44,219,Jake Silpe Defensive Rebound.,38,94
1:34,219,Matt MacDonald made Layup. Assisted by Dan Dwyer.,38,96
1:07,-1,Cyrie Spencer missed Three Point Jumper.,38,96
1:07,219,Dan Dwyer Defensive Rebound.,38,96
0:59,219,Jake Silpe made Three Point Jumper. Assisted by Ray Jerome.,38,99
0:36,-1,Donte Winfield Turnover.,38,99
0:34,219,Ray Jerome Steal.,38,99
0:32,219,Dan Dwyer Turnover.,38,99
0:20,-1,James Fisher made Layup.,40,99
